action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,2,20000124,33.8503,98,194,-118.1718,11,1,0,2000-01,42,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,5,20000124,33.8603,-117,184,-118.3868,11,1,0,2000-01,7,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,24,20000124,34.0463,-168,-2,-118.4378,8,1,0,2000-01,53,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,31,20000124,34.0083,70,36,-118.1998,8,1,0,2000-01,16,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/16/00,LAL @ SAC,SAC
Driving Layup Shot,Layup,34,20000124,34.0443,0,0,-118.2698,7,1,0,2000-01,43,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,70,20000124,34.0023,-37,42,-118.3068,2,1,0,2000-01,47,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,79,20000124,33.9283,163,116,-118.1068,1,1,0,2000-01,5,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,139,20000124,33.8653,113,179,-118.1568,8,2,0,2000-01,13,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,150,20000124,34.0463,169,-2,-118.1008,6,2,0,2000-01,27,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,200,20000124,33.8883,91,156,-118.1788,0,2,0,2000-01,52,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,209,20000124,33.9513,134,93,-118.1358,0,2,0,2000-01,19,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,212,20000124,33.5673,47,477,-118.2228,0,2,0,2000-01,0,47,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,240,20000124,33.9073,11,137,-118.2588,8,3,0,2000-01,52,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,304,20000124,34.0313,199,13,-118.0708,2,3,0,2000-01,55,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,323,20000124,33.8083,77,236,-118.1928,0,3,0,2000-01,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,341,20000124,33.7973,11,247,-118.2588,9,4,0,2000-01,18,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,378,20000124,33.8143,-103,230,-118.3728,5,4,0,2000-01,43,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,437,20000124,33.7973,-31,247,-118.3008,0,4,0,2000-01,2,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,478,20000124,33.9453,-10,99,-118.2798,2,5,0,2000-01,5,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,480,20000124,33.9443,13,100,-118.2568,2,5,0,2000-01,7,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,498,20000124,33.8443,-73,200,-118.3428,0,5,0,2000-01,24,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/16/00,LAL @ SAC,SAC
Jump Shot,Jump Shot,18,20000140,33.8603,-77,184,-118.3468,10,1,0,2000-01,5,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,25,20000140,33.8673,188,177,-118.0818,9,1,0,2000-01,7,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/18/00,LAL @ DEN,DEN
Driving Layup Shot,Layup,31,20000140,34.0443,0,0,-118.2698,8,1,0,2000-01,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,70,20000140,33.9073,-128,137,-118.3978,4,1,0,2000-01,22,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/18/00,LAL @ DEN,DEN
Alley Oop Dunk Shot,Dunk,73,20000140,34.0443,0,0,-118.2698,4,1,0,2000-01,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,112,20000140,33.9513,1,93,-118.2688,11,2,0,2000-01,19,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,158,20000140,33.8843,115,160,-118.1548,6,2,0,2000-01,51,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,162,20000140,33.8443,159,200,-118.1108,6,2,0,2000-01,11,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,238,20000140,34.0443,167,0,-118.1028,0,2,0,2000-01,21,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,246,20000140,33.7993,-162,245,-118.4318,11,3,0,2000-01,17,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,269,20000140,34.0503,167,-6,-118.1028,8,3,0,2000-01,35,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,285,20000140,33.8943,-4,150,-118.2738,6,3,0,2000-01,24,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,297,20000140,34.0353,-185,9,-118.4548,5,3,0,2000-01,1,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,311,20000140,34.0253,237,19,-118.0328,3,3,0,2000-01,21,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,333,20000140,34.0253,-229,19,-118.4988,0,3,0,2000-01,47,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,11/18/00,LAL @ DEN,DEN
Driving Layup Shot,Layup,350,20000140,34.0443,0,0,-118.2698,11,4,0,2000-01,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/18/00,LAL @ DEN,DEN
Reverse Dunk Shot,Dunk,398,20000140,34.0443,0,0,-118.2698,7,4,0,2000-01,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,448,20000140,33.9623,37,82,-118.2328,1,4,0,2000-01,18,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,450,20000140,33.9573,-42,87,-118.3118,0,4,0,2000-01,46,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/18/00,LAL @ DEN,DEN
Jump Shot,Jump Shot,17,20000147,33.7973,28,247,-118.2418,9,1,0,2000-01,3,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,48,20000147,33.9473,7,97,-118.2628,6,1,0,2000-01,10,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/19/00,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,83,20000147,34.0443,0,0,-118.2698,3,1,0,2000-01,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Layup Shot,Layup,114,20000147,34.0443,0,0,-118.2698,0,1,0,2000-01,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,153,20000147,34.0443,0,0,-118.2698,7,2,0,2000-01,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,166,20000147,33.9093,115,135,-118.1548,6,2,0,2000-01,3,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,213,20000147,33.8603,142,184,-118.1278,0,2,0,2000-01,44,23,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,224,20000147,34.0443,0,0,-118.2698,11,3,0,2000-01,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Layup Shot,Layup,229,20000147,34.0443,0,0,-118.2698,10,3,0,2000-01,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,231,20000147,33.8813,79,163,-118.1908,9,3,0,2000-01,45,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,251,20000147,33.9033,142,141,-118.1278,7,3,0,2000-01,22,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,257,20000147,33.9193,30,125,-118.2398,6,3,0,2000-01,43,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/19/00,LAL vs. CHI,CHI
Running Jump Shot,Jump Shot,276,20000147,33.9473,-60,97,-118.3298,4,3,0,2000-01,55,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/19/00,LAL vs. CHI,CHI
Driving Layup Shot,Layup,302,20000147,34.0443,0,0,-118.2698,1,3,0,2000-01,34,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,330,20000147,33.7993,115,245,-118.1548,11,4,0,2000-01,13,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,334,20000147,33.8603,-132,184,-118.4018,10,4,0,2000-01,52,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Driving Layup Shot,Layup,342,20000147,34.0443,0,0,-118.2698,10,4,0,2000-01,12,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Layup Shot,Layup,344,20000147,34.0443,0,0,-118.2698,10,4,0,2000-01,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/19/00,LAL vs. CHI,CHI
Running Jump Shot,Jump Shot,437,20000147,33.9683,-25,76,-118.2948,2,4,0,2000-01,20,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,440,20000147,33.9363,-145,108,-118.4148,1,4,0,2000-01,37,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,454,20000147,34.0733,-208,-29,-118.4778,0,4,0,2000-01,31,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/19/00,LAL vs. CHI,CHI
Jump Shot,Jump Shot,10,20000168,33.8963,-105,148,-118.3748,10,1,0,2000-01,5,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,26,20000168,33.8693,-48,175,-118.3178,8,1,0,2000-01,0,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,51,20000168,33.7973,-77,247,-118.3468,4,1,0,2000-01,58,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/22/00,LAL vs. GSW,GSW
Driving Layup Shot,Layup,74,20000168,34.0443,0,0,-118.2698,2,1,0,2000-01,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Layup Shot,Layup,81,20000168,34.0443,0,0,-118.2698,2,1,0,2000-01,20,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Slam Dunk Shot,Dunk,84,20000168,34.0443,0,0,-118.2698,2,1,0,2000-01,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,87,20000168,33.8183,142,226,-118.1278,1,1,0,2000-01,43,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/22/00,LAL vs. GSW,GSW
Alley Oop Dunk Shot,Dunk,121,20000168,34.0443,0,0,-118.2698,10,2,0,2000-01,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,134,20000168,33.8733,-63,171,-118.3328,9,2,0,2000-01,16,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/22/00,LAL vs. GSW,GSW
Alley Oop Dunk Shot,Dunk,192,20000168,34.0443,0,0,-118.2698,3,2,0,2000-01,34,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,202,20000168,33.8693,64,175,-118.2058,2,2,0,2000-01,30,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/22/00,LAL vs. GSW,GSW
Driving Dunk Shot,Dunk,241,20000168,34.0443,0,0,-118.2698,9,3,0,2000-01,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Driving Layup Shot,Layup,246,20000168,34.0443,0,0,-118.2698,9,3,0,2000-01,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,271,20000168,33.8083,115,236,-118.1548,6,3,0,2000-01,31,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/22/00,LAL vs. GSW,GSW
Dunk Shot,Dunk,273,20000168,34.0443,0,0,-118.2698,6,3,0,2000-01,9,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Turnaround Jump Shot,Jump Shot,288,20000168,34.0373,163,7,-118.1068,5,3,0,2000-01,20,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/22/00,LAL vs. GSW,GSW
Layup Shot,Layup,331,20000168,34.0443,0,0,-118.2698,2,3,0,2000-01,6,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Driving Layup Shot,Layup,333,20000168,34.0443,0,0,-118.2698,2,3,0,2000-01,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Layup Shot,Layup,342,20000168,34.0443,0,0,-118.2698,1,3,0,2000-01,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/00,LAL vs. GSW,GSW
Jump Shot,Jump Shot,8,20000180,34.0043,64,40,-118.2058,10,1,0,2000-01,33,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/24/00,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,45,20000180,34.0463,-105,-2,-118.3748,7,1,0,2000-01,33,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/24/00,LAL vs. MIN,MIN
Reverse Layup Shot,Layup,60,20000180,34.0443,0,0,-118.2698,5,1,0,2000-01,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,83,20000180,33.9493,64,95,-118.2058,3,1,0,2000-01,56,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,107,20000180,34.0423,-132,2,-118.4018,1,1,0,2000-01,4,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,242,20000180,34.0273,73,17,-118.1968,10,3,0,2000-01,53,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/24/00,LAL vs. MIN,MIN
Dunk Shot,Dunk,252,20000180,34.0443,0,0,-118.2698,9,3,0,2000-01,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,276,20000180,33.8903,-132,154,-118.4018,6,3,0,2000-01,24,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/24/00,LAL vs. MIN,MIN
Layup Shot,Layup,279,20000180,34.0443,0,0,-118.2698,5,3,0,2000-01,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,315,20000180,34.0213,235,23,-118.0348,2,3,0,2000-01,42,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,346,20000180,33.8693,28,175,-118.2418,0,3,0,2000-01,21,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,356,20000180,33.8733,184,171,-118.0858,11,4,0,2000-01,38,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/24/00,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,373,20000180,33.9833,127,61,-118.1428,9,4,0,2000-01,50,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/24/00,LAL vs. MIN,MIN
Turnaround Jump Shot,Jump Shot,377,20000180,33.9553,28,89,-118.2418,9,4,0,2000-01,36,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/24/00,LAL vs. MIN,MIN
Jump Shot,Jump Shot,395,20000180,33.8313,-84,213,-118.3538,7,4,0,2000-01,30,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/24/00,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,418,20000180,33.9003,-119,144,-118.3888,5,4,0,2000-01,24,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/24/00,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,14,20000198,33.9343,0,110,-118.2698,10,1,0,2000-01,25,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/27/00,LAL @ LAC,LAC
Driving Layup Shot,Layup,47,20000198,34.0443,0,0,-118.2698,7,1,0,2000-01,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,52,20000198,33.9643,127,80,-118.1428,6,1,0,2000-01,17,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,57,20000198,33.8253,-143,219,-118.4128,5,1,0,2000-01,44,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,155,20000198,33.9033,77,141,-118.1928,7,2,0,2000-01,18,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/27/00,LAL @ LAC,LAC
Running Jump Shot,Jump Shot,161,20000198,33.9743,-6,70,-118.2758,6,2,0,2000-01,35,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/27/00,LAL @ LAC,LAC
Driving Layup Shot,Layup,215,20000198,34.0443,0,0,-118.2698,2,2,0,2000-01,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/27/00,LAL @ LAC,LAC
Layup Shot,Layup,218,20000198,34.0443,0,0,-118.2698,1,2,0,2000-01,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,228,20000198,33.8293,144,215,-118.1258,0,2,0,2000-01,36,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,255,20000198,33.8673,-63,177,-118.3328,11,3,0,2000-01,24,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,287,20000198,33.7853,100,259,-118.1698,7,3,0,2000-01,20,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/27/00,LAL @ LAC,LAC
Turnaround Jump Shot,Jump Shot,309,20000198,33.9663,-48,78,-118.3178,4,3,0,2000-01,53,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,315,20000198,33.8463,153,198,-118.1168,3,3,0,2000-01,42,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/27/00,LAL @ LAC,LAC
Alley Oop Layup shot,Layup,325,20000198,34.0233,-56,21,-118.3258,2,3,0,2000-01,15,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/27/00,LAL @ LAC,LAC
Driving Layup Shot,Layup,343,20000198,34.0443,0,0,-118.2698,0,3,0,2000-01,54,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,370,20000198,34.0333,201,11,-118.0688,11,4,0,2000-01,7,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/27/00,LAL @ LAC,LAC
Jump Shot,Jump Shot,15,20000206,34.0103,243,34,-118.0268,9,1,0,2000-01,42,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,79,20000206,33.8123,123,232,-118.1468,5,1,0,2000-01,0,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,91,20000206,33.9073,-157,137,-118.4268,3,1,0,2000-01,30,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,135,20000206,33.9343,138,110,-118.1318,11,2,0,2000-01,8,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,166,20000206,33.9073,102,137,-118.1678,8,2,0,2000-01,40,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,223,20000206,34.0273,186,17,-118.0838,3,2,0,2000-01,47,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/28/00,LAL vs. IND,IND
Driving Layup Shot,Layup,235,20000206,34.0443,0,0,-118.2698,2,2,0,2000-01,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/00,LAL vs. IND,IND
Slam Dunk Shot,Dunk,307,20000206,34.0443,0,0,-118.2698,8,3,0,2000-01,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,320,20000206,33.7993,142,245,-118.1278,7,3,0,2000-01,22,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,323,20000206,33.9743,-33,70,-118.3028,6,3,0,2000-01,52,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,325,20000206,34.0023,-12,42,-118.2818,6,3,0,2000-01,48,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,348,20000206,33.9403,121,104,-118.1488,4,3,0,2000-01,58,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/28/00,LAL vs. IND,IND
Driving Layup Shot,Layup,358,20000206,34.0443,0,0,-118.2698,4,3,0,2000-01,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,367,20000206,33.8813,79,163,-118.1908,3,3,0,2000-01,18,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,371,20000206,34.0443,-94,0,-118.3638,2,3,0,2000-01,57,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/28/00,LAL vs. IND,IND
Running Jump Shot,Jump Shot,374,20000206,33.9093,-124,135,-118.3938,2,3,0,2000-01,19,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/28/00,LAL vs. IND,IND
Running Dunk Shot,Dunk,385,20000206,34.0443,0,0,-118.2698,1,3,0,2000-01,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,410,20000206,33.6353,108,409,-118.1618,0,3,0,2000-01,0,42,0,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,421,20000206,33.9093,-67,135,-118.3368,10,4,0,2000-01,32,15,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/28/00,LAL vs. IND,IND
Jump Shot,Jump Shot,429,20000206,33.8203,-160,224,-118.4298,10,4,0,2000-01,6,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/28/00,LAL vs. IND,IND
